n intercept age male white school income south outmig inmig empth toler selfless altru
1423 1 67 0 1 12 55 0 0 0 16 9 11 3
1424 1 49 0 1 18 82.5 0 0 0 25 11 14 2
1425 1 41 1 1 12 22.5 0 0 0 23 21 14 4
1426 1 67 1 1 12 9 0 0 0 18 6 8 2
1427 1 88 0 1 12 22.5 0 0 0 28 10 12 2
1428 1 78 1 1 12 27.5 0 0 0 18 14 11 1
1429 1 68 0 1 16 100 0 0 0 23 16 10 3
1430 1 48 1 1 20 110 0 0 0 20 10 11 1
1431 1 45 0 1 16 82.5 0 0 0 25 7 10 3
1432 1 39 0 1 16 67.5 0 0 0 24 13 12 1
1433 1 51 1 1 14 37.5 0 0 0 27 16 11 4
1434 1 21 0 1 8 3.5 0 0 0 24 17 8 4
1435 1 65 0 1 12 3.5 0 1 0 22 2 12 3
1436 1 57 0 1 14 37.5 0 0 0 28 11 11 1
1437 1 39 1 1 9 9 0 0 0 17 6 9 2
1438 1 25 1 0 16 27.5 0 0 0 23 24 9 3
1439 1 46 1 1 13 27.5 0 1 0 15 24 8 4
1440 1 33 0 1 13 67.5 0 0 0 26 13 10 4
1441 1 25 0 1 14 55 0 0 0 26 19 12 4
1442 1 30 1 1 12 23.75 0 0 0 21 14 13 2
1443 1 43 1 0 12 45 0 0 0 22 8 12 2
1444 1 35 0 1 12 67.5 0 1 0 26 6 8 1
1445 1 21 1 1 13 25 0 1 0 21 20 10 3
1446 1 33 0 1 12 110 0 0 0 28 25 13 5
1447 1 42 1 1 14 67.5 0 0 0 24 11 8 2
1448 1 35 1 1 16 100 0 0 0 17 12 9 4
1449 1 55 1 1 16 110 0 0 0 15 14 11 1
1450 1 84 0 1 11 9 0 0 0 25 2 12 4
1451 1 67 0 1 14 7.5 0 0 0 15 5 10 2
1452 1 86 1 1 11 37.5 0 0 0 15 9 8 5
1453 1 20 0 1 13 23.75 1 0 0 23 17 9 3
1454 1 22 0 1 12 37.5 1 0 0 25 6 13 4
1455 1 57 0 1 14 82.5 1 0 0 27 17 15 3
1456 1 39 1 1 13 37.5 1 0 0 25 8 9 3
1457 1 62 0 1 14 100 1 0 0 17 13 7 2
1458 1 27 0 1 10 3.5 1 0 0 24 5 9 1
1459 1 36 1 0 12 45 1 0 0 23 11 8 3
1460 1 53 1 1 16 7.5 0 0 1 28 26 11 3
1461 1 51 0 0 13 32.5 1 0 0 20 23 15 4
1462 1 70 1 1 10 27.5 1 0 0 16 21 6 3
1463 1 68 0 1 16 55 0 0 1 16 20 10 3
1464 1 83 0 1 12 45 0 0 1 27 11 10 3
1465 1 38 1 1 16 82.5 1 0 0 21 22 11 2
1466 1 71 0 1 12 45 1 0 0 12 18 11 2
1467 1 84 0 1 2 110 1 0 0 27 11 13 2
1468 1 35 0 1 16 26.25 0 0 0 25 11 10 3
1469 1 27 0 1 16 55 0 0 0 16 13 10 3
1470 1 50 0 1 16 55 0 0 0 24 12 11 3
1471 1 57 0 1 18 32.5 0 0 0 28 17 15 4
1472 1 76 0 1 12 27.5 0 0 0 9 12 12 2
1473 1 46 1 1 9 55 0 0 0 23 13 10 1
1474 1 71 1 1 12 28.75 0 0 0 20 7 10 0
1475 1 36 0 1 12 32.5 0 0 0 27 14 13 4
1476 1 64 1 1 14 28.75 0 0 0 14 13 11 1
1477 1 73 0 1 6 3.5 0 0 0 28 13 9 2
1478 1 71 0 1 13 23.75 0 0 0 20 21 10 4
1479 1 73 1 1 12 27.5 1 0 0 16 10 9 0
1480 1 76 1 1 8 9 1 0 0 23 14 8 3
1481 1 46 1 1 18 32.5 1 0 0 12 7 9 1
1482 1 50 1 1 14 22.5 1 0 0 28 25 12 5
1483 1 44 0 1 13 55 1 0 0 28 13 11 2
1484 1 52 0 1 20 37.5 1 0 0 20 14 11 3
1485 1 28 0 0 13 4.5 0 0 1 26 3 5 1
1486 1 46 1 1 9 22.5 1 0 0 19 5 10 3
1487 1 33 1 1 9 32.5 1 0 0 24 9 11 3
1488 1 42 0 1 10 32.5 1 0 0 18 1 14 1
1489 1 59 1 1 12 45 1 0 0 22 24 12 1
1490 1 25 0 1 17 22.5 1 0 0 26 6 10 4
1491 1 38 1 1 12 32.5 1 0 0 22 4 10 2
1492 1 27 1 1 12 28.75 1 0 0 19 12 10 5
1493 1 50 0 1 12 55 1 0 0 17 10 8 2
1494 1 31 1 1 11 32.5 1 0 0 24 6 10 3
1495 1 37 1 1 12 32.5 1 0 0 17 11 10 3
1496 1 67 1 1 14 110 1 0 0 18 16 8 4
1497 1 33 0 1 10 22.5 1 0 0 21 6 10 4
1498 1 30 1 1 11 32.5 0 0 0 16 15 9 3
1499 1 28 0 0 13 45 0 0 0 22 6 9 1
1500 1 60 0 0 15 22.5 0 0 0 21 19 9 3
1501 1 57 0 1 17 67.5 0 1 0 20 13 12 3
1502 1 56 0 1 14 110 0 0 0 21 17 12 4
1503 1 57 1 1 14 22.5 0 0 0 18 19 7 2
1504 1 33 1 1 14 28.75 0 0 0 22 10 14 2
1505 1 41 1 0 12 55 0 1 0 22 4 10 4
1506 1 27 0 1 12 28.75 0 0 0 28 11 16 5
1507 1 51 0 1 16 26.25 0 1 0 25 9 8 2
1508 1 45 0 1 16 27.5 0 0 0 22 27 8 4
1509 1 51 1 1 15 67.5 0 0 0 25 25 12 4
1510 1 69 1 1 8 67.5 0 0 0 25 17 10 1
1511 1 34 1 1 8 5.5 0 0 0 16 8 8 1
1512 1 46 1 1 12 27.5 0 0 0 24 13 10 3
1513 1 34 0 1 12 32.5 0 0 0 24 17 11 4
1514 1 28 1 1 13 55 0 0 0 17 15 8 5
1515 1 52 1 1 13 55 0 0 0 24 6 10 2
1516 1 48 1 1 20 110 0 1 0 16 22 10 5
1517 1 19 1 1 11 32.5 0 0 0 14 5 7 3
1518 1 52 1 1 12 22.5 0 0 0 25 15 9 4
1519 1 41 0 1 12 67.5 0 0 0 26 9 11 3
1520 1 62 0 1 12 67.5 0 1 0 28 17 15 4
1521 1 81 0 1 12 25 0 0 0 28 10 11 4
1522 1 49 1 1 12 32.5 0 0 0 20 10 10 4
1523 1 46 0 1 14 4.5 0 0 0 28 21 12 3
1524 1 74 1 1 6 23.75 0 0 0 13 17 8 2
1525 1 26 1 1 12 23.75 0 0 0 20 9 8 2
1526 1 44 0 0 2 28.75 1 0 0 24 13 14 5
1527 1 44 0 1 17 82.5 0 0 0 24 17 10 3
1528 1 28 1 1 12 55 0 0 0 26 11 11 3
1529 1 22 1 0 11 55 0 0 0 9 22 8 3
1530 1 31 1 1 15 37.5 0 0 0 10 18 2 4
1531 1 43 1 0 12 45 0 0 0 25 10 10 3
1532 1 50 0 1 12 5.5 0 0 0 18 4 6 2
1533 1 47 1 1 12 32.5 0 0 0 24 23 12 3
1534 1 36 1 0 8 32.5 0 0 0 12 2 7 3
1535 1 26 1 0 12 67.5 1 0 0 18 15 7 3
1536 1 43 0 1 14 110 1 0 0 28 13 12 3
1537 1 37 0 0 12 26.25 1 0 0 24 19 12 5
1538 1 25 1 0 14 23.75 0 0 1 15 18 7 4
1539 1 62 1 1 12 67.5 1 0 0 27 17 10 2
1540 1 21 1 0 12 27.5 1 0 0 28 11 16 5
1541 1 43 0 1 12 2 0 0 1 14 0 6 2
1542 1 67 0 0 6 0.5 1 0 0 20 9 16 2
1543 1 80 0 1 12 45 0 1 0 28 7 12 5
1544 1 48 0 1 15 67.5 0 0 0 25 17 11 5
1545 1 48 0 1 14 100 0 0 0 16 10 10 0
1546 1 75 1 1 18 55 0 0 0 11 9 7 1
1547 1 48 1 1 12 100 0 0 0 19 9 12 3
1548 1 31 1 1 14 67.5 0 0 0 22 12 10 2
1549 1 54 0 1 14 55 0 0 0 25 15 10 3
1550 1 64 0 1 14 55 0 1 0 16 7 7 1
1551 1 22 1 0 13 23.75 0 0 0 18 19 10 3
1552 1 26 0 1 12 67.5 0 0 0 28 16 11 2
1553 1 29 0 0 13 110 0 0 0 19 27 8 5
1554 1 26 1 1 12 45 0 0 0 12 9 8 1
1555 1 27 0 1 12 32.5 0 0 0 27 17 11 3
1556 1 26 1 1 12 27.5 0 0 0 7 13 4 0
1557 1 23 1 1 12 45 0 0 0 24 9 11 2
1558 1 68 1 1 12 27.5 0 0 0 24 12 10 2
1559 1 21 0 1 12 27.5 0 0 0 24 14 9 2
1560 1 48 1 1 14 110 0 0 0 19 15 10 2
1561 1 20 1 1 12 100 0 0 0 23 12 9 4
1562 1 62 0 1 12 27.5 0 0 0 21 4 8 1
1563 1 60 0 1 12 22.5 0 0 0 23 9 9 1
1564 1 41 0 1 15 82.5 0 0 0 24 12 11 5
1565 1 44 0 1 12 26.25 0 0 0 26 18 13 3
1566 1 58 0 1 12 45 0 0 0 24 10 8 3
1567 1 40 1 1 12 55 0 0 0 15 12 9 2
1568 1 27 1 1 12 32.5 0 0 0 24 11 11 3
1569 1 30 1 1 13 28.75 0 0 0 16 1 9 3
1570 1 37 0 1 10 0.5 0 0 0 22 4 8 2
1571 1 22 0 1 12 26.25 0 0 0 20 11 10 3
1572 1 24 1 1 12 37.5 0 0 0 10 10 0 0
1573 1 38 1 0 14 45 0 1 0 19 7 8 3
1574 1 63 0 0 12 37.5 0 0 0 28 13 11 2
1575 1 41 1 1 14 55 0 0 0 21 14 9 3
1576 1 23 0 0 14 27.5 0 0 0 21 15 11 4
1577 1 51 0 1 12 45 0 0 0 27 22 14 2
1578 1 39 1 1 11 26.25 0 0 0 21 1 9 2
1579 1 58 0 1 12 45 0 0 0 25 10 12 2
1580 1 43 0 1 12 22.5 0 0 0 23 9 8 1
1581 1 69 1 1 16 110 0 0 0 21 17 13 1
1582 1 44 1 1 13 110 0 0 0 16 10 5 2
1583 1 45 1 1 14 110 0 0 0 10 13 11 0
1584 1 71 0 1 10 37.5 0 1 0 28 11 8 0
1585 1 41 0 1 13 45 0 0 0 24 20 15 5
1586 1 51 0 1 10 27.5 0 0 0 28 14 11 3
1587 1 77 0 1 18 67.5 0 0 1 25 22 14 3
1588 1 61 0 1 13 27.5 0 0 1 27 31 14 4
1589 1 69 1 1 9 27.5 0 0 1 16 6 6 3
1590 1 49 0 1 18 82.5 0 0 1 16 16 8 5
1591 1 53 1 1 19 110 1 0 0 25 14 12 3
1592 1 26 0 1 11 22.5 0 0 1 19 18 11 3
1593 1 63 1 1 18 45 0 0 1 23 12 9 3
1594 1 60 0 0 17 45 1 0 0 25 15 14 5
1595 1 51 1 1 15 45 1 0 0 14 13 7 0
1596 1 25 1 0 11 32.5 1 0 0 26 10 8 3
1597 1 40 0 1 13 37.5 1 0 0 27 17 12 4
1598 1 25 1 1 11 55 1 0 0 28 7 9 2
1599 1 36 1 0 12 22.5 1 0 0 13 16 7 1
1600 1 33 0 1 13 67.5 0 0 0 28 17 11 4
1601 1 65 1 1 13 67.5 0 0 0 22 9 10 2
1602 1 58 1 1 20 55 0 0 0 22 34 13 3
1603 1 68 0 1 12 55 0 0 0 25 16 8 3
1604 1 33 0 1 16 82.5 0 0 0 27 10 12 5
1605 1 29 1 0 14 55 0 0 0 19 23 6 3
1606 1 52 0 1 13 67.5 0 1 0 26 14 10 2
1607 1 58 1 1 12 100 0 0 0 15 9 5 1
1608 1 88 0 1 12 32.5 0 0 0 17 6 10 3
1609 1 78 1 1 16 45 1 0 0 18 14 9 5
1610 1 82 0 1 10 27.5 0 0 1 18 1 10 0
1611 1 37 0 1 14 0.5 1 0 0 26 11 12 4
1612 1 23 0 1 12 9 1 0 0 28 25 11 5
1613 1 75 0 1 15 27.5 1 0 0 20 14 9 3
1614 1 59 1 1 15 22.5 1 0 0 26 15 14 5
1615 1 56 0 1 12 27.5 0 0 1 27 6 10 4
1616 1 83 0 1 8 5.5 1 0 0 23 7 7 4
1617 1 49 0 1 12 22.5 1 0 0 24 18 12 4
1618 1 24 0 1 13 37.5 0 0 0 28 17 12 5
1619 1 20 0 1 11 23.75 0 0 0 24 1 8 2
1620 1 50 0 0 12 23.75 0 0 0 17 11 7 2
1621 1 35 0 1 16 45 0 0 0 18 6 8 4
1622 1 19 1 1 11 28.75 0 0 0 21 11 13 2
1623 1 50 0 1 13 100 0 0 0 28 18 11 3
1624 1 47 1 0 18 100 0 0 0 27 11 12 4
1625 1 70 1 1 12 28.75 0 0 0 27 5 11 5
1626 1 37 1 1 12 28.75 0 0 0 11 2 8 1
1627 1 39 1 0 12 2 0 0 0 25 9 13 1
1628 1 56 1 1 12 27.5 0 0 0 8 1 2 1
1629 1 53 0 1 12 27.5 0 0 0 22 12 11 4
1630 1 37 1 0 12 4.5 0 0 0 15 0 8 0
1631 1 58 0 1 14 67.5 0 0 0 13 7 8 3
1632 1 24 1 1 16 27.5 0 0 0 18 10 10 3
1633 1 33 1 1 10 23.75 0 0 0 18 7 9 3
1634 1 20 0 1 14 23.75 0 0 0 16 0 8 0
1635 1 30 0 1 13 45 0 0 0 15 1 8 1
1636 1 70 0 1 12 25 0 0 0 20 9 8 1
1637 1 50 1 1 12 82.5 0 0 0 18 16 8 1
1638 1 67 1 1 19 32.5 0 0 0 19 20 9 2
1639 1 33 1 1 9 67.5 0 0 0 18 19 8 4
1640 1 78 0 1 12 25 0 0 0 21 15 14 2
1641 1 46 0 1 12 32.5 0 0 0 26 8 10 4
1642 1 56 1 1 12 27.5 0 0 0 26 9 15 4
1643 1 87 1 1 12 28.75 0 0 0 14 5 9 3
1644 1 35 0 1 16 110 0 0 0 22 14 14 3
1645 1 36 1 1 15 110 0 0 0 22 11 11 2
1646 1 52 1 1 12 7.5 0 0 0 10 4 9 0
1647 1 79 0 1 15 45 0 0 0 28 20 9 2
1648 1 56 0 1 20 67.5 0 0 0 25 10 12 3
1649 1 33 0 1 19 67.5 0 0 0 21 14 9 4
1650 1 52 0 1 8 26.25 0 0 0 24 0 12 1
1651 1 23 0 1 16 82.5 0 0 0 22 17 16 3
1652 1 51 0 1 16 110 0 0 0 24 15 10 3
1653 1 32 1 1 12 55 0 0 0 21 12 9 2
1654 1 53 1 1 14 100 0 0 0 21 17 8 4
1655 1 35 0 1 9 7.5 0 0 0 16 14 9 5
1656 1 33 0 0 9 28.75 0 0 0 14 8 9 0
1657 1 21 0 1 14 27.5 0 0 0 22 7 11 2
1658 1 63 0 1 12 27.5 0 1 0 22 17 8 1
1659 1 24 1 1 12 100 0 0 0 18 14 6 2
1660 1 33 1 1 14 25 0 0 0 24 13 9 5
1661 1 72 0 1 8 7.5 0 1 0 23 5 10 2
1662 1 37 1 0 13 82.5 0 0 0 22 15 12 0
1663 1 21 1 1 13 110 0 0 0 21 20 10 2
1664 1 31 0 1 15 100 0 0 0 14 8 8 2
1665 1 63 1 1 14 67.5 0 0 0 18 22 6 1
1666 1 34 1 1 14 55 0 0 0 23 9 13 3
1667 1 41 0 0 13 27.5 0 0 0 28 13 10 3
1668 1 81 0 1 11 7.5 1 0 0 23 13 12 4
1669 1 50 1 1 2 55 1 0 0 25 24 12 4
1670 1 34 0 1 14 55 0 0 1 25 13 10 4
1671 1 74 1 1 16 110 1 0 0 19 22 8 3
1672 1 36 1 1 18 100 1 0 0 23 23 11 3
1673 1 47 1 1 16 100 0 0 1 22 18 10 4
1674 1 59 1 1 10 32.5 0 0 1 19 10 14 4
1675 1 26 1 0 15 45 0 0 1 4 8 6 1
1676 1 31 1 0 18 82.5 1 0 0 27 16 12 1
1677 1 28 0 0 11 25 1 0 0 20 6 12 3
1678 1 33 0 0 12 9 1 0 0 25 10 7 3
1679 1 52 1 1 14 5.5 1 0 0 27 10 12 3
1680 1 83 0 0 5 6.5 1 0 0 20 9 10 3
1681 1 29 0 0 11 2 1 0 0 20 3 6 1
1682 1 37 0 0 10 32.5 0 0 1 26 7 11 2
1683 1 31 1 1 9 25 1 0 0 18 8 6 3
1684 1 50 1 1 12 67.5 1 0 0 24 13 9 3
1685 1 27 1 0 12 27.5 1 0 0 26 8 11 3
1686 1 27 0 1 16 27.5 1 0 0 5 5 7 2
1687 1 25 1 1 17 110 1 0 0 20 19 7 2
1688 1 76 0 1 12 26.25 1 0 0 23 4 9 2
1689 1 61 1 1 17 45 0 0 1 21 7 10 2
1690 1 44 0 1 16 45 1 0 0 27 8 8 3
1691 1 23 1 1 11 37.5 1 0 0 16 5 7 3
1692 1 46 1 1 14 25 0 0 1 24 21 8 3
1693 1 39 1 0 12 27.5 1 0 0 18 12 8 1
1694 1 46 1 1 14 37.5 1 0 0 14 12 9 2
1695 1 67 1 1 11 100 1 0 0 16 11 12 2
1696 1 65 0 1 12 37.5 1 0 0 21 12 11 5
1697 1 23 1 1 12 55 1 0 0 14 6 12 3
1698 1 63 1 1 12 82.5 0 0 0 28 14 12 3
1699 1 48 0 1 13 9 0 0 0 27 21 14 5
1700 1 47 1 1 10 82.5 0 0 0 22 15 11 4
1701 1 33 0 1 9 25 0 0 0 23 11 10 4
1702 1 59 0 1 17 45 0 0 0 24 8 9 3
1703 1 45 1 0 11 6.5 0 0 0 20 2 7 1
1704 1 48 0 1 14 32.5 0 0 0 21 13 8 1
1705 1 34 0 1 17 27.5 0 0 0 21 13 8 2
1706 1 28 0 1 19 55 0 0 0 22 13 11 4
1707 1 25 1 1 11 82.5 0 0 0 17 13 9 0
1708 1 48 1 1 14 37.5 0 0 0 13 12 9 3
1709 1 25 0 1 12 25 0 0 0 14 7 6 2
1710 1 52 1 1 17 27.5 0 0 0 21 16 16 5
1711 1 34 0 1 14 26.25 0 0 0 14 2 8 0
1712 1 52 1 1 8 5.5 0 0 0 16 23 13 3
1713 1 69 1 1 19 55 0 0 0 17 20 12 2
1714 1 61 1 1 12 45 0 0 0 21 13 14 2
1715 1 58 0 1 13 28.75 0 0 0 20 16 15 5
1716 1 24 0 1 15 28.75 0 0 0 24 14 13 5
1717 1 24 0 0 11 0.5 1 0 0 28 17 14 5
1718 1 48 1 0 12 9 1 0 0 17 9 10 2
1719 1 52 1 1 7 9 1 0 0 24 5 14 2
1720 1 22 0 0 11 22.5 1 0 0 18 29 9 5
1721 1 20 0 0 9 22.5 1 0 0 16 29 8 2
1722 1 64 1 1 8 0.5 1 0 0 11 20 7 2
1723 1 25 1 1 12 25 1 0 0 23 11 9 2
1724 1 56 0 1 10 27.5 1 0 0 28 15 14 3
1725 1 48 0 1 14 100 1 0 0 28 12 11 2
1726 1 64 0 1 20 45 1 0 0 24 9 12 3
1727 1 28 1 1 20 110 1 0 0 23 22 13 3
1728 1 43 0 1 20 100 1 0 0 17 11 11 2
1729 1 52 1 1 16 110 1 0 0 20 19 11 4
1730 1 30 0 1 12 25 1 0 0 23 5 13 5
1731 1 40 1 1 12 45 1 0 0 26 13 9 4
1732 1 55 1 1 14 26.25 1 0 0 26 24 8 2
1733 1 72 1 1 20 82.5 1 0 0 25 18 9 3
1734 1 41 1 1 14 55 1 0 0 14 20 12 2
1735 1 36 0 0 16 110 1 0 0 21 13 9 1
1736 1 49 1 0 13 82.5 1 0 0 26 14 12 3
1737 1 51 0 0 12 55 1 0 0 18 6 10 3
1738 1 43 1 1 16 45 1 0 0 20 15 11 4
1739 1 69 0 1 16 27.5 0 0 1 23 13 10 2
1740 1 21 0 0 10 5.5 1 0 0 24 8 11 2
1741 1 23 0 1 16 27.5 1 0 0 26 28 13 3
1742 1 42 0 1 11 67.5 1 0 0 26 16 8 3
1743 1 21 1 0 12 32.5 0 0 1 24 9 8 2
1744 1 42 1 1 12 26.25 1 0 0 24 17 7 2
1745 1 35 1 1 12 45 1 0 0 21 13 10 1
1746 1 56 1 1 14 100 0 0 1 25 12 8 3
1747 1 37 0 1 14 27.5 1 0 0 21 12 12 3
1748 1 25 1 1 14 67.5 1 0 0 23 13 10 3
1749 1 30 0 1 15 37.5 1 0 0 28 28 12 3
1750 1 24 0 1 17 32.5 1 0 0 25 10 12 2
1751 1 31 0 1 16 37.5 0 0 0 25 14 9 3
1752 1 27 0 1 16 37.5 0 0 0 25 16 11 3
1753 1 25 0 1 16 110 0 0 0 28 12 9 3
1754 1 43 0 1 13 67.5 0 0 0 23 8 11 3
1755 1 32 1 0 12 37.5 0 0 0 20 20 10 2
1756 1 39 1 1 12 32.5 0 0 0 23 3 7 2
1757 1 45 0 0 11 27.5 0 0 0 26 11 12 1
1758 1 24 1 0 12 32.5 0 0 0 26 16 10 4
1759 1 53 0 1 19 55 1 0 0 21 15 11 3
1760 1 73 1 1 19 110 1 0 0 19 12 9 2
1761 1 27 1 1 16 55 1 0 0 21 17 12 4
1762 1 73 0 0 11 9 1 0 0 11 4 6 0
1763 1 47 1 1 16 25 0 0 1 26 11 12 3
1764 1 26 0 0 13 5.5 1 0 0 25 17 15 5
1765 1 29 1 0 12 37.5 0 0 1 17 9 8 4
1766 1 38 0 0 12 27.5 1 0 0 21 3 10 4
1767 1 32 0 0 15 27.5 1 0 0 28 10 15 3
1768 1 21 1 1 13 27.5 0 0 1 18 22 10 5
1769 1 86 0 1 12 22.5 1 0 0 21 2 7 0
1770 1 33 0 0 13 28.75 1 0 0 25 10 11 4
1771 1 47 0 1 13 45 1 0 0 19 8 8 4
1772 1 62 0 1 12 27.5 0 0 1 20 11 10 3
1773 1 70 0 1 12 67.5 0 0 1 13 4 8 1
1774 1 62 0 1 12 55 1 0 0 23 15 9 4
1775 1 33 0 1 12 32.5 0 0 1 19 7 10 5
1776 1 42 0 1 20 82.5 1 0 0 23 17 12 3
1777 1 35 0 1 16 67.5 0 0 0 15 8 8 2
1778 1 50 0 1 15 9 0 0 0 18 16 13 0
1779 1 57 1 1 12 82.5 0 0 0 16 22 8 3
1780 1 48 1 1 12 82.5 0 0 0 20 16 12 4
1781 1 52 1 1 13 82.5 0 0 0 24 9 9 4
1782 1 20 1 1 12 25 0 0 0 17 3 8 3
1783 1 41 1 1 12 45 0 0 0 26 13 12 4
1784 1 35 0 0 11 67.5 0 0 0 21 21 11 4
1785 1 25 0 1 12 9 0 0 0 20 4 11 3
1786 1 23 0 1 14 26.25 0 0 0 24 5 12 4
1787 1 32 0 1 18 23.75 0 0 0 16 7 11 2
1788 1 27 1 1 12 45 0 0 0 24 21 11 4
1789 1 27 0 1 12 27.5 0 0 0 22 6 12 2
1790 1 54 0 1 19 110 1 0 0 18 11 10 3
1791 1 43 0 1 14 110 1 0 0 24 16 8 1
1792 1 42 0 1 18 100 0 0 1 18 9 9 3
1793 1 62 1 1 16 110 1 0 0 10 18 4 3
1794 1 52 0 1 18 110 0 0 1 19 19 12 3
1795 1 42 0 1 18 100 0 0 1 17 6 8 3
1796 1 60 1 1 13 110 1 0 0 28 21 11 5
1797 1 28 0 1 16 67.5 1 0 0 23 15 11 3
1798 1 31 0 0 12 27.5 0 0 1 28 7 12 3
1799 1 72 1 1 14 27.5 0 0 1 23 13 11 3
1800 1 64 1 0 12 3.5 0 0 1 14 3 7 2
1801 1 42 0 0 12 67.5 0 0 0 16 13 6 5
1802 1 55 1 0 16 32.5 0 1 0 15 9 8 1
1803 1 78 0 1 12 9 0 0 0 24 14 11 4
1804 1 30 0 1 14 27.5 0 1 0 19 7 8 3
1805 1 28 0 1 12 37.5 0 0 0 26 15 13 4
1806 1 27 0 1 11 45 0 0 0 20 11 7 0
1807 1 42 0 1 14 23.75 0 0 0 14 18 9 2
1808 1 37 1 0 12 23.75 0 0 0 15 13 6 3
1809 1 36 0 0 14 27.5 0 0 0 20 20 8 3
1810 1 74 0 0 8 28.75 0 1 0 16 4 6 3
1811 1 43 0 1 12 26.25 0 0 0 18 9 11 3
1812 1 51 0 1 14 32.5 0 0 0 22 14 10 2
1813 1 34 1 1 12 110 0 0 0 14 16 10 0
1814 1 22 1 1 13 45 0 0 0 19 10 9 3
1815 1 80 0 1 13 23.75 0 0 0 28 8 16 2
1816 1 39 0 1 16 55 0 0 0 24 20 16 4
1817 1 27 0 0 13 27.5 0 0 0 19 8 8 3
1818 1 33 0 1 16 82.5 0 0 0 21 13 11 1
1819 1 26 0 1 14 23.75 0 0 0 15 16 11 3
1820 1 32 1 1 15 67.5 0 0 0 17 13 11 1
1821 1 38 1 1 12 37.5 0 0 0 13 6 10 3
1822 1 56 1 1 12 23.75 0 0 0 22 20 12 5
1823 1 30 0 1 16 45 0 0 0 22 8 8 3
1824 1 88 0 1 12 25 0 0 0 26 2 15 0
1825 1 19 1 1 13 9 0 0 0 16 16 9 5
1826 1 25 1 1 12 82.5 0 0 0 14 13 8 1
1827 1 59 1 1 12 82.5 0 0 0 15 6 6 1
1828 1 31 0 1 13 55 0 0 0 21 7 9 3
1829 1 34 0 1 15 82.5 0 0 0 21 11 9 3
1830 1 38 0 1 12 67.5 0 0 0 23 8 7 2
1831 1 76 1 1 12 32.5 0 0 1 25 19 10 5
1832 1 46 1 1 14 100 0 0 1 24 15 8 2
1833 1 50 0 0 14 100 0 0 1 28 5 8 2
1834 1 34 0 0 9 6.5 1 0 0 23 14 12 4
1835 1 39 0 1 12 55 1 0 0 19 14 9 3
1836 1 81 1 1 12 9 0 0 1 16 6 10 2
1837 1 64 1 1 16 110 0 0 0 21 13 5 1
1838 1 63 1 0 14 22.5 0 0 0 13 0 9 2
1839 1 24 0 1 16 37.5 0 0 0 27 25 11 5
1840 1 38 1 1 16 55 0 0 0 21 17 5 4
1841 1 71 1 1 16 55 0 1 0 22 20 14 3
1842 1 21 0 1 11 22.5 0 0 0 26 21 7 1
1843 1 21 0 1 14 6.5 0 0 0 27 26 12 3
1844 1 21 0 0 16 25 0 0 0 19 10 8 2
1845 1 40 0 1 15 82.5 0 0 0 28 18 11 4
1846 1 59 1 1 14 110 0 0 0 10 18 10 3
1847 1 41 0 0 20 110 0 0 0 26 28 11 2
1848 1 47 0 1 16 82.5 0 0 0 28 15 12 2
1849 1 56 1 1 18 110 0 0 0 15 14 8 4
1850 1 32 1 1 16 27.5 0 0 0 16 14 8 2
1851 1 31 0 0 12 27.5 0 0 0 25 5 14 3
1852 1 65 0 0 13 67.5 0 0 0 26 12 8 3
1853 1 43 0 1 12 27.5 0 0 0 23 15 10 1
1854 1 36 0 1 14 67.5 0 0 0 21 26 8 2
1855 1 33 0 0 12 27.5 1 0 0 24 9 12 4
1856 1 54 0 0 15 25 1 0 0 28 28 9 3
1857 1 23 0 0 11 22.5 1 0 0 28 13 9 2
1858 1 36 0 0 11 26.25 1 0 0 24 17 12 5
1859 1 31 0 0 12 6.5 1 0 0 18 3 6 3
1860 1 34 1 1 17 45 0 0 1 4 7 12 5
1861 1 33 0 0 13 55 0 0 1 26 5 11 5
1862 1 41 1 1 14 67.5 1 0 0 17 17 10 2
1863 1 45 1 1 17 110 1 0 0 15 4 10 3
1864 1 49 1 0 14 55 0 0 0 17 13 11 1
1865 1 29 1 0 16 37.5 0 0 0 13 20 8 0
1866 1 33 0 1 12 28.75 0 0 0 16 3 8 3
1867 1 65 1 1 16 100 0 0 0 18 15 7 0
1868 1 48 0 1 17 55 0 0 0 28 18 13 3
1869 1 35 1 1 17 100 0 0 0 15 5 11 2
1870 1 69 1 1 2 55 0 0 0 14 14 7 3
1871 1 51 1 1 13 45 0 0 0 17 11 8 2
1872 1 32 0 0 17 82.5 0 0 0 19 15 6 2
1873 1 52 1 1 15 32.5 0 1 0 23 8 6 1
1874 1 64 0 1 17 110 0 0 0 24 24 13 4
1875 1 29 1 1 18 100 0 0 0 22 25 11 3
1876 1 32 0 0 17 9 0 0 0 15 13 9 2
1877 1 26 0 0 17 32.5 0 0 0 25 14 8 3
1878 1 47 1 0 13 25 0 0 0 19 13 7 1
1879 1 22 1 1 15 2 0 0 0 23 22 12 3
1880 1 23 1 1 15 32.5 0 0 0 16 7 8 1
1881 1 50 0 1 14 23.75 0 0 0 27 15 11 3
1882 1 44 1 0 2 45 0 0 0 14 14 8 3
1883 1 37 1 1 14 32.5 0 1 0 21 19 8 4
1884 1 20 1 1 13 26.25 0 0 0 17 28 9 0
